Distance_(inches),Gray_Value
0.00000,60659.465
0.00333,60672.500
0.00667,60665.156
0.01000,60649.898
0.01333,60649.188
0.01667,60674.746
0.02000,60650.641
0.02333,60620.176
0.02667,60651.055
0.03000,60658.992
0.03333,60667.035
0.03667,60673.098
0.04000,60668.383
0.04333,60664.203
0.04667,60674.195
0.05000,60668.930
0.05333,60637.133
0.05667,60673.418
0.06000,60678.203
0.06333,60640.191
0.06667,60687.387
0.07000,60639.660
0.07333,60631.906
0.07667,60651.609
0.08000,60658.750
0.08333,60612.094
0.08667,60649.020
0.09000,60668.492
0.09333,60664.129
0.09667,60642.598
0.10000,60670.438
0.10333,60663.969
0.10667,60652.562
0.11000,60665.090
0.11333,60631.516
0.11667,60683.191
0.12000,60661.312
0.12333,60631.066
0.12667,60648.367
0.13000,60632.305
0.13333,60628.957
0.13667,60613.254
0.14000,60637.098
0.14333,60665.523
0.14667,60656.602
0.15000,60649.320
0.15333,60667.371
0.15667,60646.805
0.16000,60665.441
0.16333,60655.973
0.16667,60571.535
0.17000,60640.867
0.17333,60660.020
0.17667,60666.719
0.18000,60619.637
0.18333,60657.875
0.18667,60669.688
0.19000,60657.336
0.19333,60625.090
0.19667,60664.328
0.20000,60663.602
0.20333,60653.113
0.20667,60656.832
0.21000,60659.668
0.21333,60642.215
0.21667,60641.715
0.22000,60660.926
0.22333,60667.797
0.22667,60649.551
0.23000,60656.496
0.23333,60639.027
0.23667,60663.031
0.24000,60618.848
0.24333,60635.121
0.24667,60658.055
0.25000,60665.992
0.25333,60678.773
0.25667,60635.508
0.26000,60668.234
0.26333,60677.199
0.26667,60666.824
0.27000,60645.926
0.27333,60640.219
0.27667,60659.113
0.28000,60578.207
0.28333,60665.164
0.28667,60665.863
0.29000,60669.750
0.29333,60663.598
0.29667,60659.844
0.30000,60643.199
0.30333,60645.223
0.30667,60666.047
0.31000,60688.734
0.31333,60641.914
0.31667,60664.711
0.32000,60663.141
0.32333,60648.691
0.32667,60650.734
0.33000,60567.906
0.33333,60660.891
0.33667,60669.637
0.34000,60643.094
0.34333,60646.719
0.34667,60678.113
0.35000,60659.156
0.35333,60620.762
0.35667,60655.559
0.36000,60647.098
0.36333,60641.191
0.36667,60619.574
0.37000,60668.152
0.37333,60604.086
0.37667,60656.906
0.38000,60628.676
0.38333,60650.422
0.38667,60666.398
0.39000,60611.312
0.39333,60629.633
0.39667,60646.914
0.40000,60615.320
0.40333,60683.977
0.40667,60661.621
0.41000,60664.230
0.41333,60663.941
0.41667,60659.043
0.42000,60660.488
0.42333,60629.594
0.42667,60634.191
0.43000,60665.594
0.43333,60540.785
0.43667,60633.695
0.44000,60564.883
0.44333,60610.195
0.44667,60592.230
0.45000,60567.387
0.45333,60592.266
0.45667,60625.004
0.46000,60673.992
0.46333,60633.566
0.46667,60651.516
0.47000,60609.027
0.47333,60640.816
0.47667,60677.465
0.48000,60651.008
0.48333,60538.770
0.48667,60626.031
0.49000,60658.238
0.49333,60650.539
0.49667,60553.863
0.50000,60612.402
0.50333,60631.598
0.50667,60666.758
0.51000,60538.148
0.51333,60606.012
0.51667,60675.988
0.52000,60638.406
0.52333,60640.375
0.52667,60630.293
0.53000,60636.941
0.53333,60591.660
0.53667,60599.246
0.54000,60617.691
0.54333,60646.688
0.54667,60621.660
0.55000,60560.496
0.55333,60644.414
0.55667,60637.582
0.56000,60666.148
0.56333,60641.211
0.56667,60653.668
0.57000,60648.363
0.57333,60631.500
0.57667,60633.680
0.58000,60508.496
0.58333,60580.961
0.58667,60621.156
0.59000,60653.191
0.59333,60556.770
0.59667,60525.047
0.60000,60660.820
0.60333,60639.480
0.60667,60647.230
0.61000,60610.633
0.61333,60642.723
0.61667,60560.898
0.62000,60671.895
0.62333,60620.656
0.62667,60540.312
0.63000,60613.613
0.63333,60611.492
0.63667,60590.555
0.64000,60581.059
0.64333,60592.055
0.64667,60539.062
0.65000,60650.227
0.65333,60665.508
0.65667,60645.410
0.66000,60486.609
0.66333,60559.879
0.66667,60539.855
0.67000,60588.395
0.67333,60577.805
0.67667,60616.043
0.68000,60470.090
0.68333,60606.051
0.68667,60582.984
0.69000,60456.738
0.69333,59423.969
0.69667,53584.574
0.70000,43219.027
0.70333,35315.629
0.70667,36052.059
0.71000,39717.434
0.71333,39739.105
0.71667,37809.992
0.72000,37934.660
0.72333,40003.609
0.72667,42690.047
0.73000,45416.727
0.73333,47148.246
0.73667,47688.938
0.74000,47509.945
0.74333,47390.637
0.74667,46887.734
0.75000,46567.363
0.75333,46160.008
0.75667,45974.953
0.76000,45563.719
0.76333,45590.941
0.76667,45904.711
0.77000,46142.586
0.77333,46296.148
0.77667,46404.230
0.78000,46420.082
0.78333,46376.883
0.78667,46563.367
0.79000,46566.531
0.79333,46455.355
0.79667,46189.211
0.80000,46037.012
0.80333,45926.848
0.80667,45877.332
0.81000,45841.496
0.81333,45633.434
0.81667,45584.480
0.82000,45787.457
0.82333,46101.523
0.82667,46127.984
0.83000,46416.180
0.83333,46535.297
0.83667,46829.828
0.84000,46956.152
0.84333,46978.379
0.84667,46916.289
0.85000,46992.430
0.85333,47043.035
0.85667,47033.648
0.86000,47023.961
0.86333,47122.680
0.86667,47173.867
0.87000,46877.816
0.87333,46943.695
0.87667,46905.391
0.88000,46930.645
0.88333,46911.465
0.88667,47251.078
0.89000,47074.859
0.89333,46868.938
0.89667,46625.730
0.90000,46642.695
0.90333,46594.051
0.90667,46745.312
0.91000,46976.945
0.91333,47140.020
0.91667,47244.105
0.92000,47231.617
0.92333,47469.047
0.92667,47600.953
0.93000,47572.004
0.93333,47674.098
0.93667,47886.125
0.94000,47894.543
0.94333,47865.562
0.94667,47863.441
0.95000,47807.023
0.95333,47931.992
0.95667,47914.223
0.96000,48080.938
0.96333,48008.672
0.96667,47844.914
0.97000,47785.688
0.97333,47855.445
0.97667,47890.906
0.98000,47910.711
0.98333,47845.230
0.98667,47772.887
0.99000,47967.305
0.99333,47762.863
0.99667,47856.168
1.00000,47901.254
1.00333,47903.805
1.00667,47983.141
1.01000,47913.996
1.01333,47865.379
1.01667,47936.109
1.02000,47843.090
1.02333,48015.574
1.02667,47929.574
1.03000,47987.512
1.03333,47917.711
1.03667,47852.816
1.04000,47901.930
1.04333,47753.043
1.04667,47778.914
1.05000,47890.055
1.05333,47831.137
1.05667,47770.777
1.06000,47906.957
1.06333,47854.438
1.06667,47827.109
