Distance_(pixels),Gray_Value
0,122.424248
1,122.400932
2,122.487183
3,122.585083
4,122.575760
5,122.365967
6,122.461540
7,122.447556
8,122.559441
9,122.701637
10,122.731934
11,122.694641
12,122.759911
13,122.839165
14,122.832169
15,122.853149
16,122.867134
17,122.853149
18,122.797203
19,122.710960
20,122.715622
21,122.727272
22,122.606064
23,122.564102
24,122.564102
25,122.599068
26,122.638695
27,122.648018
28,122.668999
29,122.655014
30,122.648018
31,122.682983
32,122.668999
33,122.613052
34,122.585083
35,122.675995
36,122.675995
37,122.738930
38,122.731934
39,122.717949
40,122.675995
41,122.620049
42,122.634033
43,122.710960
44,122.717949
45,122.703964
46,122.759911
47,122.662010
48,122.668999
49,122.710960
50,122.606064
51,122.564102
52,122.473198
53,122.375298
54,122.347321
55,122.361305
56,122.466202
57,122.564102
58,122.675995
59,122.892776
60,122.885780
61,122.787880
62,122.794876
63,122.815857
64,122.927742
65,122.955711
66,123.011658
67,123.032639
68,123.088577
69,122.983688
70,122.976692
71,122.969696
72,122.948723
73,122.822845
74,122.808861
75,122.815857
76,122.773895
77,122.871796
78,122.913757
79,122.780891
80,122.724945
81,122.794876
82,122.766899
83,122.843826
84,122.962708
85,123.046623
86,123.053619
87,122.941727
88,122.941727
89,122.990677
90,122.997673
91,123.039627
92,122.990677
93,122.976692
94,122.892776
95,122.829842
96,122.787880
97,122.780891
98,122.857811
99,122.857811
100,122.871796
101,122.759911
102,122.648018
103,122.675995
104,122.648018
105,122.717949
106,122.836830
107,122.906761
108,122.787880
109,122.668999
110,122.662010
111,122.564102
112,122.522148
113,122.557114
114,122.801865
115,123.011658
116,122.941727
117,122.864807
118,122.892776
119,122.731934
120,122.620049
121,122.662010
122,122.710960
123,122.682983
124,122.878792
125,122.927742
126,122.850815
127,122.773895
128,122.759911
129,122.829842
130,122.871796
131,122.871796
132,122.815857
133,122.829842
134,122.794876
135,122.948723
136,123.046623
137,123.060608
138,123.025642
139,122.941727
140,122.906761
141,123.088577
142,123.046623
143,122.941727
144,122.857811
145,122.794876
146,122.703964
147,122.766899
148,122.878792
149,122.920746
150,122.941727
151,122.927742
152,122.871796
153,122.892776
154,122.927742
155,123.032639
156,122.983688
