Measurement time:; 2020-12-10 10:36:03 AM
Radiation device:; Varian TrueBeam Accelerator
Energy:; 15 MeV 
Controller:; CCU
Measurement device:; SMARTSCAN (48*48*41)
Field detector:; EFD3G Diode
Reference detector:; CC 13
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 100 x 100 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Inline
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
73.9; 0.0; 20.0; 3.06; 126146.1; 2.89
73.4; 0.0; 20.0; 3.06; 126247.4; 2.92
72.8; 0.0; 20.0; 3.14; 129716.8; 2.98
72.4; 0.0; 20.0; 3.24; 133814.6; 3.04
71.9; 0.0; 20.0; 3.26; 134510.6; 3.05
71.4; 0.0; 20.0; 3.30; 136103.3; 3.12
70.9; 0.0; 20.0; 3.35; 138022.4; 3.19
70.4; 0.0; 20.0; 3.42; 140971.1; 3.23
69.8; 0.0; 20.0; 3.46; 142539.0; 3.25
69.4; 0.0; 20.0; 3.52; 145046.1; 3.27
68.9; 0.0; 20.0; 3.49; 143783.2; 3.31
68.3; 0.0; 20.0; 3.55; 146278.0; 3.37
67.8; 0.0; 20.0; 3.67; 151510.9; 3.47
67.3; 0.0; 20.0; 3.76; 155115.3; 3.52
66.8; 0.0; 20.0; 3.79; 156328.3; 3.55
66.3; 0.0; 20.0; 3.81; 157006.0; 3.63
65.8; 0.0; 20.0; 3.89; 160534.7; 3.69
65.3; 0.0; 20.0; 4.01; 165557.1; 3.76
64.8; 0.0; 20.0; 4.09; 168810.0; 3.84
64.3; 0.0; 20.0; 4.21; 173707.2; 3.95
63.8; 0.0; 20.0; 4.17; 172086.4; 3.96
63.3; 0.0; 20.0; 4.27; 176198.5; 4.06
62.8; 0.0; 20.0; 4.51; 186098.2; 4.23
62.3; 0.0; 20.0; 4.62; 190465.0; 4.34
61.8; 0.0; 20.0; 4.78; 197396.7; 4.52
61.3; 0.0; 20.0; 4.87; 200924.2; 4.63
60.7; 0.0; 20.0; 5.12; 211128.6; 4.81
60.2; 0.0; 20.0; 5.26; 216962.8; 4.96
59.8; 0.0; 20.0; 5.54; 228753.3; 5.19
59.2; 0.0; 20.0; 5.82; 240178.1; 5.49
58.7; 0.0; 20.0; 6.14; 253257.6; 5.86
58.2; 0.0; 20.0; 6.52; 269185.3; 6.16
57.7; 0.0; 20.0; 7.03; 289820.8; 6.59
57.2; 0.0; 20.0; 7.70; 317830.5; 7.23
56.7; 0.0; 20.0; 8.34; 343994.9; 7.90
56.2; 0.0; 20.0; 9.17; 378391.6; 8.71
55.7; 0.0; 20.0; 10.43; 430209.3; 9.83
55.2; 0.0; 20.0; 11.86; 489328.1; 11.20
