Distance_(inches),Gray_Value
0.00000,60673.406
0.00333,60673.004
0.00667,60673.668
0.01000,60672.352
0.01333,60673.250
0.01667,60673.012
0.02000,60673.324
0.02333,60664.195
0.02667,60668.188
0.03000,60661.723
0.03333,60667.297
0.03667,60671.160
0.04000,60673.211
0.04333,60668.168
0.04667,60670.293
0.05000,60673.723
0.05333,60671.691
0.05667,60673.020
0.06000,60669.445
0.06333,60673.039
0.06667,60672.801
0.07000,60673.695
0.07333,60671.133
0.07667,60672.695
0.08000,60673.547
0.08333,60672.879
0.08667,60673.316
0.09000,60673.203
0.09333,60673.508
0.09667,60668.047
0.10000,60672.922
0.10333,60671.113
0.10667,60670.102
0.11000,60670.449
0.11333,60664.105
0.11667,60670.793
0.12000,60659.305
0.12333,60653.531
0.12667,60670.336
0.13000,60688.156
0.13333,60671.621
0.13667,60671.465
0.14000,60673.277
0.14333,60672.797
0.14667,60671.406
0.15000,60673.434
0.15333,60672.652
0.15667,60673.484
0.16000,60673.273
0.16333,60672.824
0.16667,60670.051
0.17000,60673.094
0.17333,60669.426
0.17667,60669.031
0.18000,60665.285
0.18333,60663.898
0.18667,60666.164
0.19000,60661.777
0.19333,60665.957
0.19667,60660.797
0.20000,60664.578
0.20333,60634.926
0.20667,60663.148
0.21000,60664.090
0.21333,60663.344
0.21667,60662.695
0.22000,60655.965
0.22333,60663.215
0.22667,60665.004
0.23000,60660.445
0.23333,60655.629
0.23667,60663.547
0.24000,60667.254
0.24333,60657.508
0.24667,60660.340
0.25000,60654.977
0.25333,60668.426
0.25667,60673.742
0.26000,60673.105
0.26333,60670.934
0.26667,60671.414
0.27000,60670.789
0.27333,60671.879
0.27667,60673.270
0.28000,60670.703
0.28333,60672.875
0.28667,60663.211
0.29000,60673.219
0.29333,60665.387
0.29667,60666.895
0.30000,60670.543
0.30333,60670.406
0.30667,60653.762
0.31000,60660.430
0.31333,60670.891
0.31667,60672.238
0.32000,60673.230
0.32333,60672.832
0.32667,60648.047
0.33000,60668.523
0.33333,60664.551
0.33667,60664.941
0.34000,60667.723
0.34333,60672.961
0.34667,60673.703
0.35000,60671.406
0.35333,60671.250
0.35667,60666.922
0.36000,60664.934
0.36333,60648.957
0.36667,60652.879
0.37000,60657.121
0.37333,60636.965
0.37667,60634.043
0.38000,60646.688
0.38333,60631.359
0.38667,60614.512
0.39000,60631.887
0.39333,60633.461
0.39667,60627.164
0.40000,60632.395
0.40333,60642.297
0.40667,60634.473
0.41000,60608.188
0.41333,60640.586
0.41667,60657.402
0.42000,60656.496
0.42333,60631.719
0.42667,60642.332
0.43000,60653.691
0.43333,60632.484
0.43667,60652.680
0.44000,60660.859
0.44333,60658.488
0.44667,60651.000
