Distance_(pixels),Gray_Value
0,155.008698
1,154.834778
2,154.713043
3,154.808701
4,155.031891
5,155.089859
6,155.069565
7,155.066666
8,155.081161
9,155.217392
10,155.237686
11,155.214493
12,155.118835
13,155.089859
14,155.182602
15,155.223190
16,155.199997
17,155.060867
18,154.991302
19,155.104355
20,155.069565
21,155.060867
22,155.078262
23,155.008698
24,155.034790
25,155.130432
26,155.304352
27,155.330429
28,155.304352
29,155.156525
30,155.060867
31,155.008698
32,155.159424
33,155.226089
34,155.266663
35,155.246384
36,155.211594
37,155.246384
38,155.197098
39,155.136230
40,155.052170
41,155.060867
42,155.113037
43,155.127533
44,155.133331
45,155.092758
46,155.092758
47,155.060867
48,155.095657
49,155.092758
50,155.043472
51,154.991302
52,154.921738
53,155.086960
54,155.026093
55,154.991302
56,154.982605
57,155.121735
58,155.217392
59,155.176819
60,155.086960
61,154.927536
62,155.000000
63,154.953629
64,154.855072
65,154.944931
66,154.959427
67,155.066666
68,155.031891
69,154.994202
70,155.092758
71,155.005798
72,155.026093
73,155.113037
74,155.127533
75,155.095657
76,155.066666
77,154.962326
78,154.982605
79,154.930435
80,154.991302
81,155.066666
82,155.176819
83,155.234787
84,155.211594
85,155.199997
86,155.228989
87,155.217392
88,155.278259
89,155.289856
90,155.185501
91,155.139130
92,155.084061
93,155.115936
94,155.089859
95,155.055069
96,155.089859
97,155.107254
98,155.214493
99,155.234787
100,155.275360
101,155.205795
102,155.237686
103,155.165222
104,155.205795
105,155.234787
106,155.298553
107,155.414490
108,155.428986
109,155.426086
110,155.414490
111,155.295654
112,155.255066
113,155.310150
114,155.330429
115,155.295654
116,155.330429
117,155.434784
118,155.397095
119,155.368118
120,155.246384
121,155.272461
122,155.281158
