Measurement time:; 2020-12-09 2:38:40 PM
Radiation device:; Varian TrueBeam Accelerator
Energy:; 9 MeV 
Controller:; CCU
Measurement device:; SMARTSCAN (48*48*41)
Field detector:; EFD3G Diode
Reference detector:; CC 13
SAD:; 1000 mm
SSD:; 1000 mm
Field size:; 40 x 40 mm
Gantry angle:; 0
Measurement medium:; Water
Scan type:; Beam
Scan mode:; Continuous
Wedge:; none

Points [mm]:
Inline; Crossline; Depth; Normalized field; Current field; Ratio
0.0; 0.0; 150.0; 0.61; 25055.5; 0.73
0.0; 0.0; 149.5; 0.70; 28496.7; 0.70
0.0; 0.0; 148.6; 0.73; 29947.1; 0.74
0.0; 0.0; 147.9; 0.71; 29168.5; 0.71S
0.0; 0.0; 147.3; 0.72; 29634.6; 0.72
0.0; 0.0; 146.8; 0.69; 28050.8; 0.69
0.0; 0.0; 146.4; 0.72; 29447.4; 0.73
0.0; 0.0; 146.0; 0.72; 29269.4; 0.70
0.0; 0.0; 145.6; 0.70; 28705.9; 0.71
0.0; 0.0; 145.1; 0.70; 28722.3; 0.71
0.0; 0.0; 144.6; 0.73; 30006.9; 0.73
0.0; 0.0; 144.1; 0.73; 29862.6; 0.73
0.0; 0.0; 143.5; 0.70; 28811.1; 0.71
0.0; 0.0; 143.0; 0.74; 30396.4; 0.74
0.0; 0.0; 142.4; 0.75; 30666.7; 0.75
0.0; 0.0; 142.0; 0.76; 31215.0; 0.77
0.0; 0.0; 141.5; 0.76; 31202.0; 0.76
0.0; 0.0; 141.0; 0.73; 29706.8; 0.74
0.0; 0.0; 140.5; 0.74; 30257.2; 0.74
0.0; 0.0; 140.0; 0.75; 30480.9; 0.75
0.0; 0.0; 139.5; 0.76; 30900.7; 0.76
0.0; 0.0; 139.0; 0.75; 30721.0; 0.74
0.0; 0.0; 138.5; 0.75; 30544.2; 0.76
0.0; 0.0; 138.0; 0.77; 31351.9; 0.76
0.0; 0.0; 137.5; 0.73; 29869.4; 0.74
0.0; 0.0; 136.9; 0.76; 31054.2; 0.76
0.0; 0.0; 136.4; 0.76; 30905.1; 0.76
0.0; 0.0; 135.9; 0.78; 31847.3; 0.78
0.0; 0.0; 135.4; 0.81; 33059.3; 0.80
0.0; 0.0; 134.9; 0.76; 31178.5; 0.78
0.0; 0.0; 134.4; 0.80; 32526.6; 0.79
0.0; 0.0; 133.9; 0.80; 32509.2; 0.79
0.0; 0.0; 133.4; 0.77; 31452.9; 0.78
0.0; 0.0; 132.9; 0.81; 33133.9; 0.80
0.0; 0.0; 132.4; 0.81; 32959.3; 0.82
0.0; 0.0; 131.9; 0.80; 32836.3; 0.81
0.0; 0.0; 131.4; 0.82; 33554.6; 0.81
0.0; 0.0; 130.9; 0.82; 33630.3; 0.83
0.0; 0.0; 130.4; 0.85; 34806.1; 0.84
0.0; 0.0; 129.9; 0.78; 32077.5; 0.80
0.0; 0.0; 129.3; 0.81; 33265.9; 0.81
0.0; 0.0; 128.8; 0.81; 33114.1; 0.81
0.0; 0.0; 128.3; 0.80; 32684.3; 0.81
0.0; 0.0; 127.8; 0.81; 33255.3; 0.80
0.0; 0.0; 127.3; 0.82; 33322.5; 0.83
0.0; 0.0; 126.8; 0.83; 34044.2; 0.82
0.0; 0.0; 126.3; 0.83; 34023.2; 0.84
0.0; 0.0; 125.8; 0.87; 35401.2; 0.87
0.0; 0.0; 125.3; 0.83; 33986.7; 0.83
0.0; 0.0; 124.8; 0.80; 32762.8; 0.81
0.0; 0.0; 124.3; 0.84; 34255.9; 0.83
0.0; 0.0; 123.8; 0.83; 34037.0; 0.85
0.0; 0.0; 123.3; 0.86; 35128.2; 0.86
0.0; 0.0; 122.8; 0.87; 35512.4; 0.86
0.0; 0.0; 122.3; 0.84; 34321.1; 0.85
0.0; 0.0; 121.8; 0.87; 35529.9; 0.86
0.0; 0.0; 121.3; 0.86; 35176.3; 0.87
0.0; 0.0; 120.8; 0.86; 35084.9; 0.86
0.0; 0.0; 120.3; 0.86; 34986.9; 0.85
0.0; 0.0; 119.8; 0.88; 35925.8; 0.90
0.0; 0.0; 119.2; 0.89; 36571.5; 0.89
0.0; 0.0; 118.7; 0.91; 37225.2; 0.91
0.0; 0.0; 118.2; 0.89; 36317.8; 0.89
0.0; 0.0; 117.7; 0.89; 36302.0; 0.88
0.0; 0.0; 117.2; 0.89; 36272.4; 0.90
0.0; 0.0; 116.7; 0.87; 35499.1; 0.88
0.0; 0.0; 116.2; 0.93; 37864.6; 0.92
0.0; 0.0; 115.7; 0.88; 35939.7; 0.89
0.0; 0.0; 115.2; 0.89; 36523.7; 0.88
0.0; 0.0; 114.7; 0.91; 37392.5; 0.93
0.0; 0.0; 114.2; 0.90; 36911.4; 0.90
0.0; 0.0; 113.7; 0.91; 37211.6; 0.90
0.0; 0.0; 113.2; 0.89; 36574.9; 0.91
0.0; 0.0; 112.7; 0.94; 38482.6; 0.93
0.0; 0.0; 112.2; 0.91; 37337.7; 0.93
0.0; 0.0; 111.7; 0.94; 38459.1; 0.95
0.0; 0.0; 111.2; 0.96; 39180.0; 0.94
0.0; 0.0; 110.6; 0.92; 37466.5; 0.93
0.0; 0.0; 110.1; 0.98; 40195.6; 0.97
0.0; 0.0; 109.6; 0.92; 37715.9; 0.94
0.0; 0.0; 109.2; 0.97; 39653.7; 0.96
0.0; 0.0; 108.7; 0.93; 38019.8; 0.93
0.0; 0.0; 108.2; 0.93; 38204.8; 0.95
0.0; 0.0; 107.6; 1.00; 40696.7; 0.98
0.0; 0.0; 107.1; 0.94; 38446.8; 0.96
0.0; 0.0; 106.6; 0.96; 39047.8; 0.95
0.0; 0.0; 106.1; 0.97; 39820.3; 0.97
0.0; 0.0; 105.6; 0.95; 38899.4; 0.96
0.0; 0.0; 105.1; 0.98; 39996.8; 0.97
0.0; 0.0; 104.6; 0.97; 39563.2; 0.98
0.0; 0.0; 104.1; 0.99; 40311.2; 0.98
0.0; 0.0; 103.6; 1.00; 40738.1; 1.00
0.0; 0.0; 103.1; 0.99; 40282.7; 0.99
0.0; 0.0; 102.6; 0.96; 39355.4; 0.95
0.0; 0.0; 102.1; 1.02; 41536.8; 1.03
0.0; 0.0; 101.6; 1.03; 42226.5; 1.03
0.0; 0.0; 101.0; 1.02; 41576.4; 1.02
0.0; 0.0; 100.6; 1.04; 42361.7; 1.04
0.0; 0.0; 100.1; 1.02; 41873.2; 1.02
0.0; 0.0; 99.6; 0.99; 40612.6; 1.01
0.0; 0.0; 99.1; 1.04; 42667.3; 1.04
0.0; 0.0; 98.5; 1.01; 41135.2; 1.01
0.0; 0.0; 98.0; 1.00; 40978.9; 1.01
0.0; 0.0; 97.5; 1.05; 43092.9; 1.05
0.0; 0.0; 97.0; 1.03; 42076.0; 1.05
0.0; 0.0; 96.6; 1.02; 41559.1; 1.01
0.0; 0.0; 96.0; 1.06; 43382.1; 1.06
0.0; 0.0; 95.5; 1.06; 43173.1; 1.07
0.0; 0.0; 95.0; 1.10; 44915.2; 1.09
0.0; 0.0; 94.5; 1.07; 43589.8; 1.08
0.0; 0.0; 94.0; 1.08; 44143.9; 1.07
0.0; 0.0; 93.5; 1.06; 43229.3; 1.08
0.0; 0.0; 93.0; 1.08; 44183.3; 1.08
0.0; 0.0; 92.5; 1.07; 43742.7; 1.07
0.0; 0.0; 92.0; 1.05; 42911.4; 1.06
0.0; 0.0; 91.5; 1.12; 45623.3; 1.10
0.0; 0.0; 91.0; 1.06; 43363.0; 1.07
0.0; 0.0; 90.5; 1.08; 44309.5; 1.08
0.0; 0.0; 90.0; 1.10; 44835.7; 1.10
0.0; 0.0; 89.5; 1.13; 46095.6; 1.13
0.0; 0.0; 89.0; 1.13; 46286.2; 1.12
0.0; 0.0; 88.5; 1.11; 45242.5; 1.12
0.0; 0.0; 88.0; 1.15; 46971.9; 1.14
0.0; 0.0; 87.5; 1.12; 45691.6; 1.13
0.0; 0.0; 87.0; 1.14; 46535.0; 1.14
0.0; 0.0; 86.4; 1.15; 47063.3; 1.13
0.0; 0.0; 85.9; 1.15; 46864.6; 1.16
0.0; 0.0; 85.4; 1.12; 45786.9; 1.11
0.0; 0.0; 84.9; 1.15; 47150.8; 1.16
0.0; 0.0; 84.4; 1.18; 48389.2; 1.20
0.0; 0.0; 83.9; 1.18; 48379.5; 1.16
0.0; 0.0; 83.4; 1.18; 48396.4; 1.20
0.0; 0.0; 82.9; 1.19; 48546.2; 1.18
0.0; 0.0; 82.4; 1.20; 48997.5; 1.20
0.0; 0.0; 81.9; 1.21; 49427.0; 1.22
0.0; 0.0; 81.4; 1.26; 51413.5; 1.24
0.0; 0.0; 80.9; 1.22; 49878.3; 1.24
0.0; 0.0; 80.3; 1.22; 50036.0; 1.23
0.0; 0.0; 79.8; 1.22; 49713.2; 1.21
0.0; 0.0; 79.3; 1.22; 49799.0; 1.23
0.0; 0.0; 78.8; 1.21; 49377.8; 1.20
0.0; 0.0; 78.3; 1.20; 48893.2; 1.20
0.0; 0.0; 77.8; 1.24; 50524.5; 1.25
0.0; 0.0; 77.3; 1.22; 49847.8; 1.21
0.0; 0.0; 76.8; 1.23; 50356.8; 1.24
0.0; 0.0; 76.3; 1.28; 52334.2; 1.27
0.0; 0.0; 75.8; 1.26; 51483.1; 1.28
0.0; 0.0; 75.3; 1.27; 51945.5; 1.25
0.0; 0.0; 74.8; 1.26; 51483.0; 1.28
0.0; 0.0; 74.2; 1.26; 51493.2; 1.27
0.0; 0.0; 73.7; 1.31; 53415.6; 1.30
