Distance_(inches),Gray_Value
0.00000,32312.295
0.00333,37868.105
0.00667,43614.363
0.01000,49361.402
0.01333,54914.195
0.01667,60665.289
0.02000,60668.488
0.02333,60669.094
0.02667,60665.707
0.03000,60672.070
0.03333,60671.066
0.03667,60668.891
0.04000,60664.391
0.04333,60663.410
0.04667,60664.176
0.05000,60665.695
0.05333,60666.504
0.05667,60661.230
0.06000,60655.102
0.06333,60648.730
0.06667,60649.379
0.07000,60650.930
0.07333,60657.828
0.07667,60659.914
0.08000,60652.543
0.08333,60655.207
0.08667,60650.965
0.09000,60651.969
0.09333,60655.773
0.09667,60661.246
0.10000,60663.680
0.10333,60665.215
0.10667,60664.809
0.11000,60663.117
0.11333,60661.004
0.11667,60664.391
0.12000,60666.551
0.12333,60665.863
0.12667,60663.590
0.13000,60663.477
0.13333,60668.816
0.13667,60667.387
0.14000,60669.430
0.14333,60668.930
0.14667,60671.051
0.15000,60666.633
0.15333,60666.590
0.15667,60667.871
0.16000,60659.324
0.16333,60658.488
0.16667,60653.746
0.17000,60658.746
0.17333,60656.852
0.17667,60654.004
0.18000,60658.648
0.18333,60658.828
0.18667,60650.461
0.19000,60649.145
0.19333,60655.227
0.19667,60660.707
0.20000,60660.473
0.20333,60660.867
0.20667,60641.922
0.21000,60638.355
0.21333,60647.762
0.21667,60658.297
0.22000,60662.039
0.22333,60663.172
0.22667,60662.543
0.23000,60660.910
0.23333,60657.102
0.23667,60658.816
0.24000,60661.039
0.24333,60661.305
0.24667,60665.484
0.25000,60660.828
0.25333,60658.594
0.25667,60659.082
0.26000,60656.949
0.26333,60659.742
0.26667,60659.793
0.27000,60657.012
0.27333,60655.551
0.27667,60649.164
0.28000,60656.316
0.28333,60653.359
0.28667,60652.891
0.29000,60653.648
0.29333,60648.180
0.29667,60651.070
0.30000,60650.750
0.30333,60653.590
0.30667,60659.164
0.31000,60654.152
0.31333,60657.270
0.31667,60657.523
0.32000,60654.414
0.32333,60661.285
0.32667,60661.188
0.33000,60658.332
0.33333,60654.504
0.33667,60646.324
0.34000,60656.648
0.34333,60664.793
0.34667,60666.359
0.35000,60660.746
0.35333,60657.625
0.35667,60655.695
0.36000,60657.324
0.36333,60661.949
0.36667,60662.684
0.37000,60658.871
0.37333,60660.090
0.37667,60656.129
0.38000,60651.031
0.38333,60654.074
0.38667,60658.391
0.39000,60659.289
0.39333,60655.918
0.39667,60647.070
0.40000,60646.191
0.40333,60646.793
0.40667,60640.770
0.41000,60643.438
0.41333,60645.043
0.41667,60646.617
0.42000,60653.164
0.42333,60641.383
0.42667,60626.223
0.43000,60641.293
0.43333,60651.867
0.43667,60650.512
0.44000,60648.105
0.44333,60650.773
0.44667,60653.656
0.45000,60653.270
0.45333,60645.152
0.45667,60594.383
0.46000,60065.781
0.46333,55671.816
0.46667,43416.871
0.47000,33610.988
0.47333,35462.898
0.47667,39290.691
0.48000,38508.574
0.48333,37715.371
0.48667,39309.836
0.49000,42106.457
0.49333,44939.867
0.49667,46773.977
0.50000,47499.176
0.50333,47656.441
0.50667,47698.430
0.51000,47701.711
0.51333,47689.328
0.51667,47637.805
0.52000,47312.797
0.52333,46602.871
0.52667,45895.512
0.53000,45409.832
0.53333,45050.594
0.53667,44696.387
0.54000,44389.918
0.54333,44092.352
0.54667,43825.230
0.55000,43759.551
0.55333,44033.891
0.55667,44520.840
0.56000,44776.414
0.56333,44892.168
0.56667,45091.762
0.57000,45468.633
0.57333,45787.473
0.57667,45899.676
0.58000,45929.566
0.58333,45943.238
0.58667,45872.531
0.59000,45805.398
0.59333,45744.555
0.59667,45487.562
0.60000,45196.891
0.60333,45130.016
0.60667,45339.430
0.61000,45588.531
0.61333,45695.980
0.61667,45866.711
0.62000,46019.301
0.62333,46106.988
0.62667,46139.988
0.63000,46151.363
0.63333,46171.789
0.63667,46042.500
0.64000,45760.977
0.64333,45555.840
0.64667,45398.387
0.65000,45272.027
0.65333,45081.566
0.65667,44666.629
0.66000,44234.934
0.66333,43936.289
0.66667,43723.848
0.67000,43535.285
0.67333,43514.191
0.67667,43812.281
0.68000,44258.000
0.68333,44634.770
0.68667,45204.969
0.69000,45920.449
0.69333,46622.305
0.69667,47252.648
0.70000,47536.078
0.70333,47599.348
0.70667,47603.848
0.71000,47634.930
0.71333,47632.277
0.71667,47637.387
0.72000,47642.641
0.72333,47630.621
0.72667,47634.422
0.73000,47635.848
0.73333,47657.410
0.73667,47681.051
0.74000,47681.840
0.74333,47673.832
0.74667,47673.395
0.75000,47663.164
0.75333,47644.914
0.75667,47652.336
0.76000,47672.109
0.76333,47673.691
0.76667,47682.414
0.77000,47688.000
0.77333,47680.371
0.77667,47671.855
0.78000,47670.910
0.78333,47680.945
0.78667,47709.668
0.79000,47715.117
0.79333,47711.348
0.79667,47705.234
0.80000,47714.566
0.80333,47702.359
0.80667,47701.836
0.81000,47673.418
0.81333,47653.598
0.81667,47677.316
0.82000,47693.180
0.82333,47662.516
0.82667,47650.820
0.83000,47636.566
0.83333,47623.172
0.83667,47634.730
0.84000,47659.984
0.84333,47654.551
0.84667,47669.609
0.85000,47679.590
0.85333,47679.316
0.85667,47687.512
0.86000,47695.180
0.86333,47671.410
0.86667,47653.391
0.87000,47649.641
0.87333,47659.047
0.87667,47638.324
0.88000,47621.984
0.88333,47638.930
0.88667,47634.359
0.89000,47646.551
0.89333,47632.176
0.89667,47661.824
0.90000,47671.070
0.90333,47690.066
0.90667,47668.020
0.91000,47662.508
0.91333,47685.453
0.91667,47683.938
0.92000,47714.547
0.92333,47694.020
0.92667,47699.184
0.93000,47711.859
0.93333,47694.789
0.93667,47695.348
0.94000,47696.008
0.94333,47683.336
0.94667,47705.945
0.95000,47709.488
0.95333,47684.008
0.95667,47671.051
0.96000,47678.430
0.96333,47689.094
0.96667,47651.828
0.97000,47656.949
0.97333,47672.320
0.97667,47674.961
0.98000,47661.871
0.98333,47672.426
0.98667,47694.074
0.99000,47703.078
0.99333,47655.758
0.99667,47640.090
1.00000,47661.961
1.00333,47667.566
1.00667,47663.461
1.01000,47661.828
1.01333,47642.617
1.01667,47640.391
1.02000,47642.629
1.02333,47651.402
1.02667,47645.020
1.03000,47631.406
1.03333,47628.785
1.03667,47605.598
1.04000,47587.973
1.04333,47607.348
1.04667,47605.789
1.05000,47569.551
1.05333,47549.637
1.05667,47541.352
1.06000,47546.473
1.06333,47590.438
1.06667,47584.293
1.07000,47589.570
1.07333,47598.527
1.07667,47637.039
1.08000,47655.293
1.08333,47660.375
1.08667,47671.969
1.09000,47675.762
1.09333,47676.645
1.09667,47659.195
1.10000,47643.070
1.10333,47658.020
1.10667,47652.863
1.11000,47648.902
1.11333,47644.172
1.11667,47623.238
1.12000,47540.871
1.12333,47529.332
1.12667,47592.492
1.13000,47633.516
1.13333,47683.703
1.13667,47691.422
1.14000,47673.375
1.14333,47680.551
1.14667,47688.082
1.15000,47698.531
1.15333,47690.602
1.15667,47665.863
1.16000,47656.926
1.16333,47660.480
1.16667,47678.961
1.17000,47686.559
1.17333,47677.059
1.17667,47660.492
1.18000,47672.547
1.18333,47634.348
1.18667,47645.605
1.19000,47679.945
1.19333,47702.680
1.19667,47696.016
1.20000,47665.031
1.20333,47640.586
1.20667,47635.453
1.21000,47613.277
1.21333,47589.973
1.21667,47559.129
1.22000,47577.719
1.22333,47562.691
1.22667,47566.074
1.23000,47568.281
1.23333,47555.840
1.23667,47570.293
1.24000,47562.188
1.24333,47549.695
1.24667,47585.781
1.25000,47583.199
1.25333,47576.918
1.25667,47557.770
1.26000,47567.766
1.26333,47571.422
1.26667,47563.859
1.27000,47566.270
1.27333,47590.391
1.27667,47596.430
1.28000,47621.070
1.28333,47623.922
1.28667,47638.035
1.29000,47643.305
1.29333,47641.168
1.29667,47641.496
1.30000,47636.844
1.30333,47612.156
