Distance_(inches),Gray_Value
0.00000,60673.398
0.00333,60673.773
0.00667,60674.070
0.01000,60673.988
0.01333,60669.035
0.01667,60673.137
0.02000,60672.746
0.02333,60673.906
0.02667,60673.699
0.03000,60673.945
0.03333,60673.953
0.03667,60666.535
0.04000,60673.656
0.04333,60672.145
0.04667,60671.230
0.05000,60674.055
0.05333,60673.609
0.05667,60673.590
0.06000,60671.523
0.06333,60671.641
0.06667,60666.625
0.07000,60671.609
0.07333,60673.152
0.07667,60672.785
0.08000,60671.195
0.08333,60673.988
0.08667,60673.465
0.09000,60672.367
0.09333,60673.180
0.09667,60670.676
0.10000,60668.852
0.10333,60673.910
0.10667,60673.602
0.11000,60673.941
0.11333,60673.254
0.11667,60673.855
0.12000,60673.934
0.12333,60672.219
0.12667,60672.719
0.13000,60673.957
0.13333,60673.258
0.13667,60673.906
0.14000,60673.109
0.14333,60673.355
0.14667,60673.902
0.15000,60673.965
0.15333,60674.207
0.15667,60673.660
0.16000,60672.938
0.16333,60673.582
0.16667,60674.031
0.17000,60674.102
0.17333,60661.215
0.17667,60672.027
0.18000,60669.707
0.18333,60673.789
0.18667,60673.707
0.19000,60673.977
0.19333,60674.000
0.19667,60673.965
0.20000,60672.504
0.20333,60673.992
0.20667,60673.520
0.21000,60674.027
0.21333,60673.676
0.21667,60672.852
0.22000,60673.879
0.22333,60673.211
0.22667,60672.156
0.23000,60670.594
0.23333,60671.449
0.23667,60672.395
0.24000,60655.766
0.24333,60676.223
0.24667,60671.945
0.25000,60673.836
0.25333,60671.934
0.25667,60665.852
0.26000,60673.531
0.26333,60674.898
0.26667,60674.883
0.27000,60673.957
0.27333,60672.855
0.27667,60665.914
0.28000,60673.672
0.28333,60671.922
0.28667,60671.871
0.29000,60668.336
0.29333,60670.809
0.29667,60673.312
0.30000,60673.117
0.30333,60672.891
0.30667,60673.156
0.31000,60671.137
0.31333,60671.730
0.31667,60673.395
0.32000,60674.027
0.32333,60672.094
0.32667,60673.926
0.33000,60673.961
0.33333,60674.094
0.33667,60674.117
0.34000,60670.633
0.34333,60673.543
0.34667,60672.469
0.35000,60673.930
0.35333,60673.180
0.35667,60673.219
0.36000,60672.281
0.36333,60673.141
0.36667,60673.719
0.37000,60672.391
0.37333,60672.938
0.37667,60671.906
0.38000,60673.426
0.38333,60672.684
0.38667,60673.500
0.39000,60672.629
0.39333,60673.762
0.39667,60673.672
0.40000,60672.016
0.40333,60674.113
0.40667,60673.625
0.41000,60672.625
0.41333,60667.496
0.41667,60669.668
0.42000,60663.727
0.42333,60666.082
0.42667,60669.930
0.43000,60672.082
0.43333,60672.441
0.43667,60667.746
