Distance_(pixels),Gray_Value
0,161.23357
1,161.23582
2,161.14966
3,161.07936
4,161.17461
5,161.23810
6,161.33560
7,161.28345
8,161.26758
9,161.19728
10,161.26303
11,161.27664
12,161.24944
13,161.24944
14,161.20181
15,161.22902
16,161.27211
17,161.20862
18,161.16553
19,161.14513
20,161.15646
21,161.21996
22,161.21315
23,161.16780
24,161.29025
25,161.23810
26,161.22676
27,161.19954
28,161.08617
29,161.11565
30,161.06349
31,160.99547
32,160.92064
33,160.87755
34,160.91156
35,160.91837
36,161.00000
37,160.98639
38,161.02040
39,161.04082
40,161.00000
41,160.94557
42,160.97960
43,160.99319
44,161.02040
45,161.02721
46,161.05443
47,160.93878
48,160.92517
49,160.82314
50,160.72108
51,160.65306
52,160.77551
53,160.87074
54,161.10884
55,161.16327
56,161.19048
57,161.28572
58,161.42177
59,161.34694
60,161.17007
61,161.11565
62,161.24490
63,161.32654
64,161.35374
65,161.34013
66,161.40137
67,161.51021
68,161.49660
69,161.47620
70,161.51701
71,161.40816
72,161.34013
73,161.38776
74,161.49660
75,161.46939
76,161.24490
77,161.05443
78,160.93878
79,161.14966
80,161.53741
81,161.65306
82,161.46259
83,161.43538
84,161.29251
85,161.17686
86,161.16327
87,161.31973
88,161.43538
89,161.29251
90,161.23810
91,161.32654
92,161.36055
93,161.45578
94,161.44218
95,161.43538
96,161.37415
97,161.30612
98,161.31973
99,161.34013
100,161.27892
101,161.23129
102,161.22449
103,161.29932
104,161.34013
105,161.36055
106,161.28572
107,161.18367
108,161.25169
109,161.29932
110,161.27211
111,161.18367
112,161.13605
113,161.04082
114,161.10204
115,161.12245
116,161.07483
117,161.15646
118,161.20409
119,161.23810
120,161.12245
121,161.02040
122,161.04762
123,161.04082
124,161.06122
125,160.93198
126,160.96599
127,161.00681
128,161.04082
129,161.09525
130,161.07936
131,161.13605
132,161.12018
133,161.00227
134,161.01134
135,161.03854
136,161.01814
137,160.98413
138,161.06122
139,161.08617
140,161.07936
141,161.05215
142,161.03175
143,161.05443
144,161.16100
145,161.05669
146,161.00906
147,161.06802
148,161.07483
149,161.16327
150,161.28572
151,161.34694
152,161.28572
153,161.38776
154,161.29251
155,161.23129
156,161.19048
157,161.14285
158,161.02040
159,160.97279
160,161.00681
161,161.14285
162,161.25169
