 ,Area,Mean,Min,Max,X,Y
1,0.000,255,255,255,27.317,10750.073
2,0.000,255,255,255,119.076,10654.810
3,0.000,255,255,255,68.912,7327.926
4,0.000,255,255,255,79.839,7357.238
