 ,Area,Mean,Min,Max,X,Y
1,0.000,0,0,0,22.058,11573.399
2,0.000,255,255,255,130.093,11459.758
3,0.000,255,255,255,72.221,7636.080
4,0.000,255,255,255,81.234,7636.080
