Distance_(pixels),Gray_Value
0,12267.887
1,12250.553
2,12217.561
3,12187.086
4,12153.454
5,12123.523
6,12105.511
7,12108.339
8,12102.130
9,12078.135
10,12057.688
11,12040.656
12,12018.317
13,11991.521
14,11960.433
15,11913.880
16,11878.553
17,11850.068
18,11819.226
19,11776.779
20,11734.322
21,11677.553
22,11613.324
23,11544.052
24,11472.263
25,11381.361
26,11313.224
27,11238.799
28,11164.243
29,11073.906
30,10953.096
31,10846.010
32,10754.042
33,10641.779
34,10547.039
35,10437.632
36,10298.562
37,10153.538
38,10028.327
39,9902.551
40,9763.297
41,9604.830
42,9453.651
43,9325.739
44,9208.811
45,9099.297
46,8995.105
47,8866.553
48,8725.516
49,8603.911
50,8517.739
51,8437.071
52,8340.528
53,8233.059
54,8145.052
55,8069.430
56,7989.344
57,7904.764
58,7824.865
59,7760.459
60,7703.435
61,7669.604
62,7644.948
63,7612.469
64,7591.648
65,7557.617
66,7535.929
67,7487.607
68,7444.914
69,7419.371
70,7389.976
71,7367.872
72,7345.236
73,7328.207
74,7307.597
75,7282.798
76,7284.909
77,7299.233
78,7342.754
79,7396.101
80,7395.538
81,7361.310
82,7302.710
83,7295.000
84,7296.118
85,7293.626
86,7298.722
87,7321.998
88,7348.314
89,7362.283
90,7374.184
91,7386.310
92,7432.130
93,7488.302
94,7523.015
95,7553.929
96,7598.007
97,7644.538
98,7669.221
99,7710.268
100,7755.634
101,7775.479
102,7813.700
103,7854.803
104,7908.803
105,7999.614
106,8110.040
107,8211.985
108,8306.929
109,8407.572
110,8499.307
111,8587.976
112,8676.201
113,8766.005
114,8869.781
115,8996.882
116,9149.943
117,9298.022
118,9439.277
119,9582.123
120,9723.528
121,9858.307
122,9975.167
123,10111.140
124,10243.927
125,10360.444
126,10471.292
127,10600.987
128,10720.519
129,10842.196
130,10956.941
131,11059.073
132,11144.916
133,11230.199
134,11309.344
135,11388.825
136,11467.059
137,11523.580
138,11596.627
139,11660.678
140,11699.718
141,11744.739
142,11795.052
143,11840.715
144,11876.572
145,11920.378
146,11948.997
147,11976.263
148,12016.732
149,12070.921
150,12114.887
151,12133.029
152,12138.337
153,12151.472
154,12175.457
155,12224.115
156,12233.477
