 ,Area,Mean,Min,Max,X,Y
1,0.000,255,255,255,16.738,9012.118
2,0.000,255,255,255,106.177,9016.746
3,0.000,255,255,255,59.189,6915.855
4,0.000,255,255,255,63.626,6869.580
