 ,Area,Mean,Min,Max,X,Y
1,0.000,255,255,255,21.458,9451.708
2,0.000,0,0,0,110.312,9456.625
3,0.000,0,0,0,60.104,7066.713
4,0.000,255,255,255,66.979,7076.548
