Distance_(pixels),Gray_Value
0,9671.685
1,9671.034
2,9664.195
3,9636.229
4,9598.109
5,9552.350
6,9484.067
7,9432.004
8,9406.718
9,9340.571
10,9233.488
11,9130.309
12,9034.951
13,8947.835
14,8859.395
15,8731.301
16,8587.872
17,8457.319
18,8303.985
19,8146.748
20,8005.793
21,7864.628
22,7745.801
23,7666.519
24,7605.241
25,7536.478
26,7453.432
27,7355.150
28,7249.850
29,7142.763
30,7039.854
31,6966.545
32,6924.319
33,6894.695
34,6856.030
35,6808.184
36,6782.210
37,6783.256
38,6770.744
39,6740.094
40,6706.267
41,6665.857
42,6620.898
43,6577.131
44,6546.504
45,6548.376
46,6578.970
47,6596.102
48,6587.177
49,6566.951
50,6574.677
51,6616.338
52,6638.398
53,6602.195
54,6527.993
55,6484.669
56,6497.278
57,6515.635
58,6512.639
59,6518.263
60,6567.699
61,6615.128
62,6622.135
63,6621.571
64,6616.086
65,6601.729
66,6595.387
67,6603.402
68,6618.756
69,6645.026
70,6680.895
71,6705.981
72,6710.940
73,6704.007
74,6694.305
75,6692.522
76,6714.327
77,6764.921
78,6825.109
79,6887.542
80,6923.763
81,6931.166
82,6956.654
83,7000.947
84,7038.244
85,7099.921
86,7170.729
87,7245.421
88,7344.166
89,7453.857
90,7573.237
91,7716.936
92,7877.710
93,8020.417
94,8143.643
95,8273.650
96,8407.809
97,8530.323
98,8635.970
99,8734.729
100,8820.474
101,8890.854
102,8968.139
103,9038.380
104,9092.895
105,9122.553
106,9158.459
107,9249.809
108,9323.146
109,9349.417
110,9371.981
111,9395.229
