Distance_(pixels),Gray_Value
0,12221.074
1,12239.408
2,12234.819
3,12193.597
4,12172.209
5,12169.158
6,12198.903
7,12186.688
8,12185.161
9,12199.650
10,12175.217
11,12150.788
12,12150.813
13,12115.653
14,12075.979
15,12024.084
16,11943.176
17,11872.964
18,11808.071
19,11693.503
20,11666.766
21,11667.554
22,11562.184
23,11484.354
24,11433.970
25,11305.720
26,11211.826
27,11160.687
28,11029.393
29,10975.143
30,10924.766
31,10781.245
32,10635.503
33,10517.893
34,10346.908
35,10210.288
36,10108.778
37,10009.541
38,9910.232
39,9751.416
40,9594.997
41,9416.393
42,9291.166
43,9217.870
44,9149.893
45,9014.775
46,8910.209
47,8817.033
48,8677.378
49,8558.291
50,8484.207
51,8371.997
52,8321.646
53,8264.380
54,8152.890
55,8120.079
56,8095.671
57,8003.268
58,7979.653
59,7959.056
60,7923.110
61,7894.135
62,7871.260
63,7862.117
64,7847.604
65,7825.464
66,7771.225
67,7730.745
68,7721.579
69,7700.962
70,7688.725
71,7674.217
72,7652.857
73,7618.492
74,7633.758
75,7732.987
76,7848.265
77,7853.607
78,7782.620
79,7676.515
80,7643.686
81,7642.168
82,7673.459
83,7679.579
84,7679.566
85,7674.990
86,7699.426
87,7716.977
88,7731.495
89,7727.679
90,7748.301
91,7794.865
92,7881.127
93,7913.967
94,7925.449
95,7940.010
96,7967.467
97,7962.066
98,8014.008
99,8114.059
100,8156.816
101,8216.326
102,8305.579
103,8356.722
104,8464.365
105,8555.954
106,8594.153
107,8676.609
108,8875.862
109,8951.424
110,8991.109
111,9065.896
112,9172.729
113,9279.650
114,9399.592
115,9513.334
116,9705.638
117,9856.763
118,9986.602
119,10073.597
120,10187.391
121,10349.179
122,10541.574
123,10728.587
124,10935.495
125,10960.668
126,11007.227
127,11152.258
128,11250.734
129,11343.885
130,11434.747
131,11472.946
132,11508.816
133,11548.475
134,11643.924
135,11695.069
136,11739.359
137,11775.214
138,11808.030
139,11857.641
140,11892.763
141,11909.563
142,11925.582
143,11959.946
144,11955.350
145,11945.426
146,11937.813
147,11972.918
148,11987.400
