 ,Area,Mean,Min,Max,X,Y
1,0.000,0,0,0,29.380,11047.566
2,0.000,255,255,255,130.910,11040.125
3,0.000,255,255,255,75.530,7274.991
4,0.000,255,255,255,83.330,7289.873
