 ,Area,Mean,Min,Max,X,Y
1,0.000,0,0,0,16.095,8558.215
2,0.000,0,0,0,97.218,8563.015
3,0.000,255,255,255,50.227,6585.646
4,0.000,255,255,255,53.928,6537.652
